text,target
"Had an amazin game today, felt blessed & hyped! #happy @buddy33 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal34 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate35 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user36 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend37 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy38 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal39 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate40 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user41 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend42 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy43 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal44 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate45 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user46 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend47 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy48 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal49 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate50 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user51 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend52 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy53 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal54 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate55 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user56 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend57 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy58 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal59 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate60 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user61 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend62 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy63 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal64 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate65 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user66 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend67 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy68 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal69 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate70 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user71 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend72 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy73 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal74 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate75 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user76 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend77 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy78 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal79 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate80 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user81 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend82 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy83 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal84 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate85 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user86 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend87 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy88 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal89 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate90 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user91 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend92 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy93 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal94 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate95 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user96 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend97 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy98 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal99 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate100 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user101 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend102 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy103 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal104 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate105 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user106 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend107 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy108 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal109 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate110 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user111 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend112 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy113 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal114 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate115 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user116 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend117 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy118 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal119 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate120 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user121 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend122 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy123 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal124 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate125 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user126 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend127 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy128 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal129 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate130 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user131 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend132 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy133 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal134 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate135 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user136 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend137 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy138 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal139 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate140 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user141 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend142 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy143 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal144 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate145 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user146 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend147 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy148 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal149 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate150 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user151 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend152 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy153 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal154 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate155 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user156 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend157 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy158 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal159 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate160 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user161 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend162 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy163 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal164 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate165 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user166 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend167 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy168 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal169 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate170 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user171 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend172 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy173 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal174 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate175 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user176 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend177 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy178 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal179 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate180 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user181 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend182 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy183 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal184 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate185 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user186 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend187 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy188 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal189 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate190 #joy ;)",1
"OMG dis party was so lit, had a gr8 time! @user191 #party #goodvibes ;)",1
"Luv dis concert! Everything was epic & super fun! @friend192 #awesome :)",1
"Had an amazin game today, felt blessed & hyped! #happy @buddy193 ;)",1
"Dis trip was off the charts, rly enjoyed it! Lol #win @pal194 :)",1
"Totally nailed dis dinner! Best day ever, so stoked! @mate195 #joy ;)",1
"OMG dis hangout was so lit, had a gr8 time! @user196 #hangout #goodvibes ;)",1
"Luv dis movie! Everything was epic & super fun! @friend197 #awesome :)",1
"Had an amazin festival today, felt blessed & hyped! #happy @buddy198 ;)",1
"Dis meetup was off the charts, rly enjoyed it! Lol #win @pal199 :)",1
"Totally nailed dis outing! Best day ever, so stoked! @mate200 #joy ;)",1
"Ugh, dis party was a total fail, felt so meh. @user201 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend202 #fail :(",0
"Had a rough game today, everything was messed up! @buddy203 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal204 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate205 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user206 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend207 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy208 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal209 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate210 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user211 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend212 #fail :(",0
"Had a rough game today, everything was messed up! @buddy213 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal214 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate215 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user216 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend217 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy218 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal219 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate220 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user221 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend222 #fail :(",0
"Had a rough game today, everything was messed up! @buddy223 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal224 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate225 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user226 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend227 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy228 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal229 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate230 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user231 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend232 #fail :(",0
"Had a rough game today, everything was messed up! @buddy233 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal234 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate235 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user236 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend237 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy238 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal239 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate240 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user241 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend242 #fail :(",0
"Had a rough game today, everything was messed up! @buddy243 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal244 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate245 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user246 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend247 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy248 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal249 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate250 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user251 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend252 #fail :(",0
"Had a rough game today, everything was messed up! @buddy253 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal254 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate255 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user256 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend257 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy258 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal259 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate260 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user261 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend262 #fail :(",0
"Had a rough game today, everything was messed up! @buddy263 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal264 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate265 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user266 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend267 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy268 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal269 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate270 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user271 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend272 #fail :(",0
"Had a rough game today, everything was messed up! @buddy273 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal274 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate275 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user276 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend277 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy278 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal279 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate280 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user281 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend282 #fail :(",0
"Had a rough game today, everything was messed up! @buddy283 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal284 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate285 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user286 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend287 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy288 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal289 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate290 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user291 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend292 #fail :(",0
"Had a rough game today, everything was messed up! @buddy293 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal294 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate295 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user296 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend297 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy298 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal299 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate300 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user301 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend302 #fail :(",0
"Had a rough game today, everything was messed up! @buddy303 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal304 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate305 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user306 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend307 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy308 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal309 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate310 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user311 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend312 #fail :(",0
"Had a rough game today, everything was messed up! @buddy313 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal314 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate315 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user316 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend317 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy318 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal319 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate320 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user321 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend322 #fail :(",0
"Had a rough game today, everything was messed up! @buddy323 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal324 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate325 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user326 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend327 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy328 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal329 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate330 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user331 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend332 #fail :(",0
"Had a rough game today, everything was messed up! @buddy333 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal334 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate335 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user336 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend337 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy338 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal339 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate340 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user341 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend342 #fail :(",0
"Had a rough game today, everything was messed up! @buddy343 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal344 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate345 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user346 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend347 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy348 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal349 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate350 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user351 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend352 #fail :(",0
"Had a rough game today, everything was messed up! @buddy353 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal354 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate355 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user356 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend357 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy358 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal359 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate360 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user361 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend362 #fail :(",0
"Had a rough game today, everything was messed up! @buddy363 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal364 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate365 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user366 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend367 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy368 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal369 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate370 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user371 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend372 #fail :(",0
"Had a rough game today, everything was messed up! @buddy373 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal374 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate375 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user376 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend377 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy378 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal379 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate380 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user381 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend382 #fail :(",0
"Had a rough game today, everything was messed up! @buddy383 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal384 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate385 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user386 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend387 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy388 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal389 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate390 #sucks :(",0
"Ugh, dis party was a total fail, felt so meh. @user391 #party #badvibes :(",0
"Dis concert was awful, nothing went rght & I'm super disappointed. @friend392 #fail :(",0
"Had a rough game today, everything was messed up! @buddy393 #sad :(",0
"Totally bummed by dis trip, couldn't enjoy a thing. @pal394 #trip #notcool :(",0
"Worst dinner evr, such a disaster! So down today. @mate395 #sucks :(",0
"Ugh, dis hangout was a total fail, felt so meh. @user396 #hangout #badvibes :(",0
"Dis movie was awful, nothing went rght & I'm super disappointed. @friend397 #fail :(",0
"Had a rough festival today, everything was messed up! @buddy398 #sad :(",0
"Totally bummed by dis meetup, couldn't enjoy a thing. @pal399 #meetup #notcool :(",0
"Worst outing evr, such a disaster! So down today. @mate400 #sucks :(",0
"OMG dis movie waz lit! @friendz #epic",1
"luv the vibes at the party, so g8! #fun",1
"thx 4 da support, feelin' gr8 today! #blessed",1
"Wow, dis new song is fireeee!! #music #vibes",1
"Super stoked abt the game, ur so amazin @teammate",1
"Feelin' awesome, best day evr!! #happy #win",1
"Dude, dis coffee is da bomb! #caffeine",1
"Gr8 news! i aced the exam, so relieved! #success",1
"OMG, can't stop smilin', life is beautiful! @buddy #joy",1
"This sunset is unreal, luv it so much #nofilter",1
"Party timeyy, gonna rock da night! #partyhard",1
"Totally amped for the weekend, chill vibes only! #relax",1
"Best day ever!! So many gr8 moments, thx 2 u #happy",1
"Feelin' on top of da world, livin' it up! #blessed",1
"Yaaasss, new kicks are fire! #fashion @shoestore",1
"Epic win at the game, so pumped! #victory",1
"Goin' crazy, enjoyin' every sec, u know? #life",1
